Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
2800 E 47th St,Chattanooga,TN,37407,4/3/2024 18:30,TN0330100,B9,Baker S,91Z,Field Interview,,24-029636,3,Pending/Possible Leads,34.988342,Cedar Hill,-85.286725,POINT (-85.286725 34.988342),7
1300 Arlington Ave,Chattanooga,TN,37406,4/3/2024 18:37,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029484,3,Pending/Possible Leads,35.050745,Avondale,-85.259952,POINT (-85.259952 35.050745),9
7700 Commons Blvd,Chattanooga,TN,37421,4/3/2024 18:50,TN0330100,C7,Charlie N,91Z,Suspicious Activity,,24-029642,3,Pending/Possible Leads,35.042742,,-85.153597,POINT (-85.153597 35.042742),4
4700 Mary Hall Ln,Chattanooga,TN,37416,4/3/2024 19:01,TN0330100,C5,Charlie N,91Z,Mental Health Call,,24-029646,3,Pending/Possible Leads,35.083563,,-85.182269,POINT (-85.182269 35.083563),5
4600 Kirkland Ave,Chattanooga,TN,37410,4/3/2024 19:02,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-029632,3,Pending/Possible Leads,34.998492999999996,St. Elmo,-85.317527,POINT (-85.317527 34.998493),7
3500 Cummings Hwy,Chattanooga,TN,37419,4/3/2024 19:10,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,24-029650,3,Pending/Possible Leads,35.015657,,-85.376251,POINT (-85.376251 35.015657),1
3500 Cummings Hwy,Chattanooga,TN,37419,4/3/2024 19:10,TN0330100,A13,Adam S,90C,Disorderly Conduct,Part 2 Crimes,24-029650,3,Pending/Possible Leads,35.015584999999994,,-85.375953,POINT (-85.375953 35.015585),1
1700 Arlington Ave,Chattanooga,TN,37406,4/3/2024 19:20,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-029661,3,Pending/Possible Leads,35.055233,Avondale,-85.257291,POINT (-85.257291 35.055233),9
E 11th St & Peeples St,Chattanooga,TN,37403,4/3/2024 19:23,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-029656,3,Pending/Possible Leads,35.039897,Martin Luther King,-85.298819,POINT (-85.298819 35.039897),8
5900 Ragnar Dr,Chattanooga,TN,37343,4/3/2024 19:35,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-029660,3,Pending/Possible Leads,35.157751999999995,,-85.256764,POINT (-85.256764 35.157752),3
2900 N Chamberlain Ave,Chattanooga,TN,37406,4/3/2024 19:41,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-029657,3,Pending/Possible Leads,35.069027,Glass Farms,-85.245891,POINT (-85.245891 35.069027),9
900 Arlington Ave,Chattanooga,TN,37406,4/3/2024 19:48,TN0330100,B3,Baker N,23H,All Other Larceny,Part 1 Crimes,24-029652,3,Pending/Possible Leads,35.046493,Avondale,-85.262426,POINT (-85.262426 35.046493),8
600 W 13th Street Ct,Chattanooga,TN,37402,4/3/2024 19:50,TN0330100,A6,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029669,2,Cleared by Arrest,35.042952,,-85.317225,POINT (-85.317225 35.042952),7
900 Dodson Ave,Chattanooga,TN,37406,4/3/2024 19:58,TN0330100,B3,Baker N,91Z,Property Found,,24-029671,3,Pending/Possible Leads,35.046278,Avondale,-85.263304,POINT (-85.263304 35.046278),8
E 41st St & Clio Ave,Chattanooga,TN,37407,4/3/2024 20:01,TN0330100,B9,Baker S,520,Weapon Law Violations,Part 1 Crimes,24-029678,2,Cleared by Arrest,34.9972929,East Lake,-85.29005,POINT (-85.29005 34.9972929),7
E 41st St & Clio Ave,Chattanooga,TN,37407,4/3/2024 20:01,TN0330100,B9,Baker S,90Z,All Other Offenses,Part 2 Crimes,24-029678,2,Cleared by Arrest,34.9973229,East Lake,-85.290261,POINT (-85.290261 34.9973229),7
E 41st St & Clio Ave,Chattanooga,TN,37407,4/3/2024 20:01,TN0330100,B9,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029678,2,Cleared by Arrest,34.9969259,East Lake,-85.29047,POINT (-85.29047 34.9969259),7
E 41st St & Clio Ave,Chattanooga,TN,37407,4/3/2024 20:01,TN0330100,B9,Baker S,35B,Drug Equipment Violations,Part 1 Crimes,24-029678,2,Cleared by Arrest,34.9960309,East Lake,-85.29093,POINT (-85.29093 34.9960309),7
7000 Lee Hwy,Chattanooga,TN,37421,4/3/2024 20:12,TN0330100,C6,Charlie N,91Z,Miscellaneous Information,,24-029688,3,Pending/Possible Leads,35.044011999999995,,-85.162326,POINT (-85.162326 35.044012),6
2400 Market St,Chattanooga,TN,37408,4/3/2024 20:20,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-029680,3,Pending/Possible Leads,35.026041,,-85.31107,POINT (-85.31107 35.026041),7
600 E 10t St,Chattanooga,TN,37403,4/3/2024 20:29,TN0330100,A9,Adam S,91Z,Intelligence Report,,24-029689,3,Pending/Possible Leads,35.040985,Martin Luther King,-85.298851,POINT (-85.298851 35.040985),8
4600 Colonial Dr,Chattanooga,TN,37411,4/3/2024 20:35,TN0330100,C2,Charlie S,91Z,Mental Health Call,,24-029683,3,Pending/Possible Leads,35.021024000000004,,-85.227383,POINT (-85.227383 35.021024),5
900 Carter St,Chattanooga,TN,37402,4/3/2024 20:38,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-029684,3,Pending/Possible Leads,35.045258000000004,,-85.313407,POINT (-85.313407 35.045258),7
4300 Distribution Dr,Chattanooga,TN,37416,4/3/2024 20:38,TN0330100,C6,Charlie N,91Z,Mental Health Call,,24-029685,3,Pending/Possible Leads,35.071859,,-85.179396,POINT (-85.179396 35.071859),5
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/3/2024 20:41,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-029676,3,Pending/Possible Leads,35.038067000000005,,-85.154433,POINT (-85.154433 35.038067),4
Rossville Blvd & E 41st St,Chattanooga,TN,37407,4/3/2024 20:46,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-029687,3,Pending/Possible Leads,34.9970117,East Lake,-85.290741,POINT (-85.290741 34.9970117),7
8100 E Brainerd Rd,Chattanooga,TN,37421,4/3/2024 20:54,TN0330100,B8,Baker S,13B,Simple Assault,Part 1 Crimes,24-029690,3,Pending/Possible Leads,35.005283,,-85.149628,POINT (-85.149628 35.005283),4
3400 Hughes Ave,Chattanooga,TN,37410,4/3/2024 20:56,TN0330100,A11,Adam S,91Z,Suspicious Activity,,24-029692,3,Pending/Possible Leads,35.00925,,-85.310806,POINT (-85.310806 35.00925),7
7700 Lee Hwy,Chattanooga,TN,37421,4/3/2024 21:00,TN0330100,C9,Charlie N,91Z,Field Interview,,24-029694,3,Pending/Possible Leads,35.060906,,-85.132988,POINT (-85.132988 35.060906),6
900 E 10th St,Chattanooga,TN,37403,4/3/2024 21:00,TN0330100,A9,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,24-029806,3,Pending/Possible Leads,35.039305,Martin Luther King,-85.294979,POINT (-85.294979 35.039305),8
1100 N Orchard Knob Ave,Chattanooga,TN,37406,4/3/2024 21:12,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029697,3,Pending/Possible Leads,35.050305,Avondale,-85.266437,POINT (-85.266437 35.050305),8
5100 Hixson Pike,Chattanooga,TN,37343,4/3/2024 21:15,TN0330100,A2,Adam N,90Z,All Other Offenses,Part 2 Crimes,24-029702,3,Pending/Possible Leads,35.135819999999995,,-85.238582,POINT (-85.238582 35.13582),3
7900 E Brainerd Rd,Chattanooga,TN,37421,4/3/2024 21:18,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-029698,3,Pending/Possible Leads,35.004683,,-85.153138,POINT (-85.153138 35.004683),4
2100 Hamilton Place Blvd,Chattanooga,TN,37421,4/3/2024 21:20,TN0330100,C7,Charlie N,13B,Simple Assault,Part 1 Crimes,24-029704,3,Pending/Possible Leads,35.033128,,-85.159595,POINT (-85.159595 35.033128),4
2100 Hamilton Place Blvd,Chattanooga,TN,37421,4/3/2024 21:20,TN0330100,C7,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-029704,3,Pending/Possible Leads,35.032333,,-85.158827,POINT (-85.158827 35.032333),4
3100 Broad St,Chattanooga,TN,37408,4/3/2024 21:25,TN0330100,A11,Adam S,91Z,Miscellaneous Information,,24-029701,3,Pending/Possible Leads,35.020764,,-85.321094,POINT (-85.321094 35.020764),7
7500 Lee Hwy,Chattanooga,TN,37421,4/3/2024 21:49,TN0330100,C6,Charlie N,91Z,Serving Warrant,,24-029708,2,Cleared by Arrest,35.05784,,-85.139597,POINT (-85.139597 35.05784),6
1300 Citico Ave,Chattanooga,TN,37404,4/3/2024 21:55,TN0330100,B4,Baker N,91Z,Field Interview,,24-029709,3,Pending/Possible Leads,35.047558,Bushtown,-85.277238,POINT (-85.277238 35.047558),8
900 Mountain Creek,Chattanooga,TN,37405,4/3/2024 22:00,TN0330100,A5,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029829,4,Inactive/Suspended,35.106736,,-85.323635,POINT (-85.323635 35.106736),1
5000 Rossville Blvd,Chattanooga,TN,37407,4/3/2024 22:00,TN0330100,B9,Baker S,91Z,Accidental Injury,,24-030004,3,Pending/Possible Leads,34.984919999999995,Alton Park/ Piney Woods,-85.287625,POINT (-85.287625 34.98492),7
500 Signal Mountain Rd,Chattanooga,TN,37405,4/3/2024 22:21,TN0330100,A5,Adam N,91Z,Field Interview,,24-029712,3,Pending/Possible Leads,35.093458000000005,,-85.331644,POINT (-85.331644 35.093458),1
2400 N Crest Rd,Chattanooga,TN,37406,4/3/2024 22:30,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-029714,3,Pending/Possible Leads,35.06686,Missionary Rdge,-85.241755,POINT (-85.241755 35.06686),5
4900 Woodland View Cir,Chattanooga,TN,37410,4/3/2024 22:40,TN0330100,A12,Adam S,120,Robbery,Part 1 Crimes,24-029834,3,Pending/Possible Leads,34.990128,Alton Park/ Piney Woods,-85.308221,POINT (-85.308221 34.990128),7
3500 Ohls Ave,Chattanooga,TN,37410,4/3/2024 22:59,TN0330100,A11,Adam S,13B,Simple Assault,Part 1 Crimes,24-029716,3,Pending/Possible Leads,35.009209,,-85.315376,POINT (-85.315376 35.009209),7
2300 Tunnel Blvd,Chattanooga,TN,37411,4/3/2024 23:00,TN0330100,C2,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,24-029823,4,Inactive/Suspended,35.043674,,-85.215478,POINT (-85.215478 35.043674),5
4100 Mountain Creek Rd,Chattanooga,TN,37415,4/3/2024 23:00,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029799,4,Inactive/Suspended,35.131928,,-85.307069,POINT (-85.307069 35.131928),1
2000 Portland St,Chattanooga,TN,37406,4/3/2024 23:00,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029713,3,Pending/Possible Leads,35.049925,Avondale,-85.264897,POINT (-85.264897 35.049925),8
3400 15th Ave,Chattanooga,TN,37404,4/3/2024 23:09,TN0330100,B8,Baker S,91Z,Field Interview,,24-029718,3,Pending/Possible Leads,35.039977,Glenwood,-85.256879,POINT (-85.256879 35.039977),9
2300 Bailey Ave,Chattanooga,TN,37404,4/3/2024 23:10,TN0330100,B5,Baker S,90Z,All Other Offenses,Part 2 Crimes,24-029720,3,Pending/Possible Leads,35.031804,Ridgedale,-85.269316,POINT (-85.269316 35.031804),9
2300 Bailey Ave,Chattanooga,TN,37404,4/3/2024 23:10,TN0330100,B5,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029720,3,Pending/Possible Leads,35.030579,Ridgedale,-85.270565,POINT (-85.270565 35.030579),9
900 Graysville Rd & Iris Rd,Chattanooga,TN,37421,4/3/2024 23:12,TN0330100,C6,Charlie N,90D,Driving Under The Influence,Part 2 Crimes,24-029719,2,Cleared by Arrest,34.9918804,,-85.146893,POINT (-85.146893 34.9918804),4
1400 Cloverdale Cir,Chattanooga,TN,37343,4/3/2024 23:21,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029721,3,Pending/Possible Leads,35.130443,,-85.246958,POINT (-85.246958 35.130443),2
100 Moccasin Bend Rd,Chattanooga,TN,37405,4/3/2024 23:28,TN0330100,A5,Adam N,91Z,Missing Person,,24-029717,4,Inactive/Suspended,35.025192000000004,,-85.335306,POINT (-85.335306 35.025192),1
3200 E 46th St,Chattanooga,TN,37407,4/4/2024 0:00,TN0330100,B9,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029728,3,Pending/Possible Leads,34.987635000000004,Cedar Hill,-85.283987,POINT (-85.283987 34.987635),7
00 Melrose Dr,Chattanooga,TN,37421,4/4/2024 0:00,TN0330100,C3,Charlie S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,24-030582,4,Inactive/Suspended,35.015986999999996,Brainerd Hills,-85.198999,POINT (-85.198999 35.015987),6
E 11th St,Chattanooga,TN,37402,4/4/2024 0:15,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-029732,3,Pending/Possible Leads,35.043474,,-85.309182,POINT (-85.309182 35.043474),8
2300 Glass St,Chattanooga,TN,37406,4/4/2024 0:24,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-029733,3,Pending/Possible Leads,35.064519999999995,Glass Farms,-85.252033,POINT (-85.252033 35.06452),9
3400 Audubon Dr,Chattanooga,TN,37411,4/4/2024 0:57,TN0330100,C2,Charlie S,91Z,Shots Fired with Nothing Located,,24-029737,3,Pending/Possible Leads,35.022762,,-85.25155,POINT (-85.25155 35.022762),9
700 Signal Mountain Rd,Chattanooga,TN,37405,4/4/2024 1:45,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-029741,3,Pending/Possible Leads,35.100297999999995,,-85.328768,POINT (-85.328768 35.100298),1
7000 Mccutcheon Rd,Chattanooga,TN,37421,4/4/2024 2:15,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-029742,3,Pending/Possible Leads,35.046497,,-85.156788,POINT (-85.156788 35.046497),6
1900 Daylong Pl,Chattanooga,TN,37421,4/4/2024 2:23,TN0330100,C4,Charlie S,91Z,Field Interview,,24-029743,3,Pending/Possible Leads,35.037627,Shepherd,-85.185877,POINT (-85.185877 35.037627),6
700 E 48th St,Chattanooga,TN,37410,4/4/2024 2:35,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-029746,3,Pending/Possible Leads,34.993914000000004,Alton Park/ Piney Woods,-85.305358,POINT (-85.305358 34.993914),7
1700 Bailey Ave,Chattanooga,TN,37404,4/4/2024 2:38,TN0330100,B5,Baker S,13B,Simple Assault,Part 1 Crimes,24-029744,2,Cleared by Arrest,35.034871,Highland Park,-85.27903,POINT (-85.27903 35.034871),9
2700 Rossville Blvd,Chattanooga,TN,37404,4/4/2024 3:30,TN0330100,B7,Baker S,91Z,Mental Health Call,,24-029370,3,Pending/Possible Leads,35.015865,,-85.293335,POINT (-85.293335 35.015865),8
1600 Jeanaga Trl,Chattanooga,TN,37406,4/4/2024 3:45,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,24-029762,4,Inactive/Suspended,35.046762,Indian Hills,-85.230872,POINT (-85.230872 35.046762),5
3900 Manor Rd,Chattanooga,TN,37411,4/4/2024 3:52,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-029754,3,Pending/Possible Leads,35.021133999999996,Hemphill,-85.239064,POINT (-85.239064 35.021134),5
400 Signal Mountain Rd,Chattanooga,TN,37405,4/4/2024 3:55,TN0330100,A5,Adam N,90D,Driving Under The Influence,Part 2 Crimes,24-029756,2,Cleared by Arrest,35.088408,,-85.328912,POINT (-85.328912 35.088408),1
400 Signal Mountain Rd,Chattanooga,TN,37405,4/4/2024 3:55,TN0330100,A5,Adam N,90Z,All Other Offenses,Part 2 Crimes,24-029756,2,Cleared by Arrest,35.088982,,-85.328861,POINT (-85.328861 35.088982),1
3800 Hixson Pike,Chattanooga,TN,37415,4/4/2024 4:00,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029802,3,Pending/Possible Leads,35.111202,,-85.27086,POINT (-85.27086 35.111202),2
E 28th St & Cannon Ave,Chattanooga,TN,37404,4/4/2024 4:24,TN0330100,B8,Baker S,90J,Trespass Of Real Property,Part 2 Crimes,24-029755,3,Pending/Possible Leads,35.01619,Clifton Hills,-85.296673,POINT (-85.296673 35.01619),8
200 Pembrook Ln,Chattanooga,TN,37421,4/4/2024 4:34,TN0330100,C7,Charlie N,91Z,Mental Health Call,,24-029759,3,Pending/Possible Leads,35.035796999999995,,-85.144618,POINT (-85.144618 35.035797),4
200 Walnut St,Chattanooga,TN,37403,4/4/2024 5:47,TN0330100,A8,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-029761,3,Pending/Possible Leads,35.055488,,-85.306111,POINT (-85.306111 35.055488),7
1000 N Natchez Rd,Chattanooga,TN,37405,4/4/2024 5:55,TN0330100,A4,Adam N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029764,3,Pending/Possible Leads,35.079474,,-85.295676,POINT (-85.295676 35.079474),2
400 Signal Mountain Rd,Chattanooga,TN,37405,4/4/2024 7:30,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-029779,3,Pending/Possible Leads,35.093204,,-85.331468,POINT (-85.331468 35.093204),1
4300 Shawnee Cir,Chattanooga,TN,37411,4/4/2024 7:40,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-029782,3,Pending/Possible Leads,35.029498,Shawnee Hills,-85.230868,POINT (-85.230868 35.029498),5
3500 Central Ave,Chattanooga,TN,37410,4/4/2024 7:40,TN0330100,A11,Adam S,91Z,Serving Warrant,,24-029771,2,Cleared by Arrest,35.009058,,-85.309522,POINT (-85.309522 35.009058),7
4600 Trailwood Dr,Chattanooga,TN,37416,4/4/2024 7:46,TN0330100,C5,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,24-029777,4,Inactive/Suspended,35.087122,,-85.193113,POINT (-85.193113 35.087122),3
4400 Brainerd Rd,Chattanooga,TN,37411,4/4/2024 7:54,TN0330100,C2,Charlie S,91Z,Mental Health Call,,24-029781,3,Pending/Possible Leads,35.015305999999995,,-85.233112,POINT (-85.233112 35.015306),5
3200 Rossville Blvd,Chattanooga,TN,37407,4/4/2024 8:00,TN0330100,B7,Baker S,91Z,Suspicious Activity,,24-029784,3,Pending/Possible Leads,35.006341,Clifton Hills,-85.29354,POINT (-85.29354 35.006341),7
600 Lupton Dr,Chattanooga,TN,37415,4/4/2024 8:00,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029816,3,Pending/Possible Leads,35.108497,,-85.280713,POINT (-85.280713 35.108497),2
600 Broad St,Chattanooga,TN,37402,4/4/2024 8:10,TN0330100,A7,Adam S,91Z,Field Interview,,24-029787,3,Pending/Possible Leads,35.049155,,-85.310843,POINT (-85.310843 35.049155),7
3300 Brannon Ave,Chattanooga,TN,37407,4/4/2024 8:11,TN0330100,B7,Baker S,91Z,Field Interview,,24-029791,3,Pending/Possible Leads,35.007287999999996,Clifton Hills,-85.296574,POINT (-85.296574 35.007288),7
00 Bellflower Cir,Chattanooga,TN,37411,4/4/2024 8:38,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-029795,3,Pending/Possible Leads,35.025695,,-85.250279,POINT (-85.250279 35.025695),9
6000 Lee Hwy,Chattanooga,TN,37421,4/4/2024 8:43,TN0330100,C4,Charlie S,90Z,All Other Offenses,Part 2 Crimes,24-029812,2,Cleared by Arrest,35.025397999999996,,-85.194709,POINT (-85.194709 35.025398),5
6000 Lee Hwy,Chattanooga,TN,37421,4/4/2024 8:43,TN0330100,C4,Charlie S,91Z,Serving Warrant,,24-029801,3,Pending/Possible Leads,35.02532,,-85.193738,POINT (-85.193738 35.02532),5
2000 Hamill Rd,Chattanooga,TN,37343,4/4/2024 9:00,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-029835,3,Pending/Possible Leads,35.123966,,-85.238908,POINT (-85.238908 35.123966),3
400 Birmingham Hwy,Chattanooga,TN,37419,4/4/2024 9:00,TN0330100,A13,Adam S,91Z,Property Lost,,24-029852,3,Pending/Possible Leads,35.009105999999996,,-85.390519,POINT (-85.390519 35.009106),1
3900 Brainerd Rd,Chattanooga,TN,37411,4/4/2024 9:30,TN0330100,C2,Charlie S,91Z,Field Interview,,24-029809,3,Pending/Possible Leads,35.019782,,-85.240806,POINT (-85.240806 35.019782),6
100 E 20th St,Chattanooga,TN,37408,4/4/2024 9:50,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-029813,3,Pending/Possible Leads,35.030262,,-85.308115,POINT (-85.308115 35.030262),7
1900 E Main St,Chattanooga,TN,37404,4/4/2024 9:59,TN0330100,B5,Baker S,91Z,Suspicious Activity,,24-029815,3,Pending/Possible Leads,35.025733,Highland Park,-85.278732,POINT (-85.278732 35.025733),8
400 Cumberland St,Chattanooga,TN,37404,4/4/2024 9:59,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-029814,3,Pending/Possible Leads,35.044919,,-85.279339,POINT (-85.279339 35.044919),8
2000 Ruby St,Chattanooga,TN,37406,4/4/2024 10:00,TN0330100,B2,Baker N,26E,Wire/Computer/Other Electronic Manipulation,Part 1 Crimes,24-030222,3,Pending/Possible Leads,35.057311999999996,Avondale,-85.257683,POINT (-85.257683 35.057312),9
5900 Hancock Rd,Chattanooga,TN,37421,4/4/2024 10:03,TN0330100,C4,Charlie S,91Z,Suspicious Activity,,24-029817,3,Pending/Possible Leads,35.029492000000005,,-85.199202,POINT (-85.199202 35.029492),5
Bonny Oaks Dr & Volkswagen Dr,Chattanooga,TN,37421,4/4/2024 10:16,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-029819,3,Pending/Possible Leads,35.06797400000001,,-85.146584,POINT (-85.146584 35.067974),6
2600 Dodson Ave,Chattanooga,TN,37406,4/4/2024 10:24,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-029825,3,Pending/Possible Leads,35.068383,Boyce Station,-85.253184,POINT (-85.253184 35.068383),8
1300 Broad St,Chattanooga,TN,37402,4/4/2024 10:30,TN0330100,A9,Adam S,91Z,Damaged Property Accidental,,24-029951,3,Pending/Possible Leads,35.039371,,-85.310796,POINT (-85.310796 35.039371),7
5200 Hixson Pike,Chattanooga,TN,37343,4/4/2024 10:47,TN0330100,A1,Adam N,91Z,Damaged Property Accidental,,24-029830,3,Pending/Possible Leads,35.138761,,-85.235593,POINT (-85.235593 35.138761),3
700 Old Dallas Rd,Chattanooga,TN,37405,4/4/2024 10:50,TN0330100,A4,Adam N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-030151,3,Pending/Possible Leads,35.079688000000004,,-85.300392,POINT (-85.300392 35.079688),2
4300 Dodds Ave,Chattanooga,TN,37407,4/4/2024 10:59,TN0330100,B9,Baker S,91Z,Serving Warrant,,24-029828,2,Cleared by Arrest,34.99116299999999,Cedar Hill,-85.286451,POINT (-85.286451 34.991163),7
1700 Dogwood Dr,Chattanooga,TN,37406,4/4/2024 11:00,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,24-029811,4,Inactive/Suspended,35.048015,North Brainerd,-85.230102,POINT (-85.230102 35.048015),5
1900 Northpoint Blvd,Chattanooga,TN,37343,4/4/2024 11:00,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,24-029832,2,Cleared by Arrest,35.137429,,-85.242291,POINT (-85.242291 35.137429),3
500 Central Dr,Chattanooga,TN,37421,4/4/2024 11:19,TN0330100,C4,Charlie S,91Z,Property Found,,24-029838,3,Pending/Possible Leads,35.021184999999996,,-85.194218,POINT (-85.194218 35.021185),6
6800 Lee Hwy,Chattanooga,TN,37421,4/4/2024 11:27,TN0330100,C6,Charlie N,91Z,Miscellaneous Information,,24-029841,3,Pending/Possible Leads,35.041166,Shepherd,-85.169143,POINT (-85.169143 35.041166),6
700 Hooker Rd,Chattanooga,TN,37403,4/4/2024 11:31,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-029843,3,Pending/Possible Leads,35.040233,,-85.301559,POINT (-85.301559 35.040233),8
5500 Brainerd Rd,Chattanooga,TN,37411,4/4/2024 11:33,TN0330100,C3,Charlie S,91Z,Miscellaneous Information,,24-029839,3,Pending/Possible Leads,35.010383,Brainerd Park,-85.220724,POINT (-85.220724 35.010383),5
2300 Chamberlain Ave,Chattanooga,TN,37404,4/4/2024 11:40,TN0330100,B5,Baker S,91Z,Mental Health Call,,24-029847,3,Pending/Possible Leads,35.031336,Ridgedale,-85.269827,POINT (-85.269827 35.031336),9
3400 Amnicola Hwy,Chattanooga,TN,37407,4/4/2024 11:56,TN0330100,B1,Baker N,91Z,Serving Warrant,,24-029859,2,Cleared by Arrest,34.990848,Cedar Hill,-85.286648,POINT (-85.286648 34.990848),7
